# hist edge_left edge_right err
1.550000000000000000e+02 1.726983290659432413e+01 2.551406520031287428e+01 1.550000000000000000e+02
8.400000000000000000e+01 2.551406520031287428e+01 3.769390975388363785e+01 8.400000000000000000e+01
4.100000000000000000e+01 3.769390975388363785e+01 5.568813990945267278e+01 4.100000000000000000e+01
4.300000000000000000e+01 5.568813990945267278e+01 8.227241341700457156e+01 4.300000000000000000e+01
5.200000000000000000e+01 8.227241341700457156e+01 1.215474250076285898e+02 5.200000000000000000e+01
4.600000000000000000e+01 1.215474250076285898e+02 1.795714494371640910e+02 4.600000000000000000e+01
2.200000000000000000e+01 1.795714494371640910e+02 2.652948464431894422e+02 2.200000000000000000e+01
0.000000000000000000e+00 2.652948464431894422e+02 3.919406774847213342e+02 0.000000000000000000e+00
1.000000000000000000e+00 3.919406774847213342e+02 5.790443980602483407e+02 1.000000000000000000e+00
3.000000000000000000e+00 5.790443980602483407e+02 8.554672535565684939e+02 3.000000000000000000e+00
0.000000000000000000e+00 8.554672535565684939e+02 1.263848202934297206e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.263848202934297206e+03 1.867181091291916800e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.867181091291916800e+03 2.758531617629181255e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.758531617629181255e+03 4.075392965871777960e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.075392965871777960e+03 6.020894493336125379e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.020894493336125379e+03 8.895134973108219128e+03 0.000000000000000000e+00
0.000000000000000000e+00 8.895134973108219128e+03 1.314147362611755307e+04 0.000000000000000000e+00
0.000000000000000000e+00 1.314147362611755307e+04 1.941491945743881661e+04 0.000000000000000000e+00
0.000000000000000000e+00 1.941491945743881661e+04 2.868316813342009118e+04 0.000000000000000000e+00
0.000000000000000000e+00 2.868316813342009118e+04 4.237587160604054952e+04 0.000000000000000000e+00
0.000000000000000000e+00 4.237587160604054952e+04 6.260516572014815029e+04 0.000000000000000000e+00
0.000000000000000000e+00 6.260516572014815029e+04 9.249147277217335068e+04 0.000000000000000000e+00
0.000000000000000000e+00 9.249147277217335068e+04 1.366448349295324297e+05 0.000000000000000000e+00
0.000000000000000000e+00 1.366448349295324297e+05 2.018760254679034697e+05 0.000000000000000000e+00
0.000000000000000000e+00 2.018760254679034697e+05 2.982471286216881708e+05 0.000000000000000000e+00
0.000000000000000000e+00 2.982471286216881708e+05 4.406236427773573087e+05 0.000000000000000000e+00
0.000000000000000000e+00 4.406236427773573087e+05 6.509675230458163423e+05 0.000000000000000000e+00
0.000000000000000000e+00 6.509675230458163423e+05 9.617248711152944015e+05 0.000000000000000000e+00
0.000000000000000000e+00 9.617248711152944015e+05 1.420830832533923909e+06 0.000000000000000000e+00
0.000000000000000000e+00 1.420830832533923909e+06 2.099103720108554699e+06 0.000000000000000000e+00
0.000000000000000000e+00 2.099103720108554699e+06 3.101168926574775483e+06 0.000000000000000000e+00
0.000000000000000000e+00 3.101168926574775483e+06 4.581597669054481201e+06 0.000000000000000000e+00
0.000000000000000000e+00 4.581597669054481201e+06 6.768750009458513930e+06 0.000000000000000000e+00
0.000000000000000000e+00 6.768750009458513930e+06 1.000000000000000000e+07 0.000000000000000000e+00
